sentence	target
Nie bawił się też Witold tak jak większość panów .	persName
Pan Janusz zmarł przed sześciu laty .	persName
Tytuł profesorski uzyskał w 1993 r .	time
W ciągu następnych kilkudziesięciu godzin faszyzm włoski rozsypał się jak domek z kart .	placeName
– Będę gdzieś około jedenastej tym razem .	time
Ale dwa z trzech rządowych projektów nie mogą wydostać się z Sejmu .	orgName
Na spiętrzonym Rowie Helenowskim staw Szperek , nad którym ośrodek wypoczynkowy .	geogName
– pić nie może ale co mu zrobią jak on siedzi w Poznaniu	placeName
Specjalnie podesłał eś mi Celińskiego .	persName
– Monika	persName
Milioner startujący w wyborach chwali się swoim majątkiem i chętnie informuje , jak go zrobił , oczywiście zawsze mówiąc , że zdobył go uczciwą , wytężoną pracą , dzięki swoim zdolnościom , szczęściu i pomocy boskiej .	persName
Ja jestem Mademoiselle !	noEntity
Janusz O . przyznał się do stawianych mu zarzutów i bez poręczenia majątkowego dziś wyszedł na wolność .	persName
Blondyn miał rozwolnienie , ja alergię na maseczkę z alg , nie zmiecione resztki lustra skrzypiały pod moimi butami , obrus zmalał i zmienił się w smutną kupkę nieszczęścia a uchylone drzwi od łazienki przypominały mi defekt , z którym mógł uporać się tylko Złota Rączka .	persName
tak że było mało i kupił em sobie Ejsi . .	orgName
jako takie właśnie . literackie wymyślone	noEntity
W grudniu będzie rodzić .	time
W obu przypadkach wynik okazał się dość jednoznaczny : rysunki owe nie mogą mieć więcej niż 3000 lat .	noEntity
Afgański haszysz znajdował się pod pokładem kutra rybackiego zakotwiczonego w porcie w Świnoujściu .	placeName
CKM : Dlaczego niestety ?	orgName
I zgarnął 2 mln 65 tys . zł - czyli prawie 21 miliardów starych złotych !	noEntity
Tymczasem w noclegowniach jest nieco ponad 11 tys . miejsc .	noEntity
7 . W zakresie wynikającym z przedmiotu kontroli kontroler jest uprawniony do swobodnego poruszania się po miejscach i pomieszczeniach , o których mowa w ust . 1 , bez obowiązku uzyskania przepustki , oraz nie podlega rewizji osobistej .	noEntity
Wprawdzie myśliwi też będą polować , ale będą mieli na głowie odszkodowania , za które dzisiaj płaci Ministerstwo Środowiska z budżetu .	orgName
Fundacja “ Mater Dei ” niebawem wyemituje “ cegiełki ” , dzięki którym na ich konto zaczną wpływać pieniądze – taką przynajmniej mają ufność .	orgName
Po wylądowaniu uprowadzonego airbusa w stolicy Nigru , Niamey , porywacze zwolnili 130 pasażerów , ale zatrzymali ponad 20 innych oraz całą załogę .	placeName
Na razie , przez I kwartał 1998 r . - jak zdecydował rząd - ceny energii cieplnej nie mają wzrosnąć więcej niż o ok . 8 proc . ( w tym 5 proc . z powodu podwyższenia VAT ) .	time
Wszystko to wygłosiła tym samym tonem , bez specjalnego nacisku , nie spuszczając wzroku z Nicholasa jakby tylko z grzeczności .	persName
My przychodzimy , gdy już rzesze słowiańskie pochłonięte zostały i zniszczone na wieki .	placeName
Rozmiary tej pomyłki są takie , że przestał em wierzyć w jakiekolwiek następne izmy , jeżeli są paryskiego pochodzenia .	placeName
Jego małżonce Wandzie nie postawiono bowiem żadnych zarzutów .	persName
Wśród uciekinierów jest 40-latek z Radomia oraz pięciu nieletnich .	placeName
trzy dni .	noEntity
Mniemam , iż Skymen jest ( a raczej są ) uczestnikiem ( -kami ) tamtej grupy , z czego - z dużym smutkiem - wnioskuję , iż porozumienie z nim ( i ) jest niemożliwe .	persName
Telewizyjna Agencja Informacyjna ma już pomysł na niego : będzie lżejszy , mniej oficjalny i bardziej sensacyjny niż pozostałe .	orgName
W związku ze zgłoszoną w dyskusji poprawką Sejm ponownie skierował projekt ustawy do Komisji Obrony Narodowej w celu rozpatrzenia .	orgName
Wybory zostały sfałszowane - zawoła .	noEntity
Jego miąższość w wielu miejscach jest imponująca , sięga 3 metrów na Podolu górnym ; jest to gleba tłusta i ciężka .	geogName
Mimo dochodzących do 40 stopni upałów koty były w dość dobrej kondycji , czemu nie można się specjalnie dziwić , gdyż w prawie każdym pomieszczeniu w Izraelu działa klimatyzacja .	placeName
Zarząd miasta ma też sprawdzić , czy Zakład Usług Komunalnych prowadzi prace zgodnie z projektem .	orgName
Zatem Pańska zazdrość nie ma pokrycia .	noEntity
Sprzeciwu ani krytyki ksiądz nie znosi .	noEntity
Przyczyną apatii mieszkańców Wyspy Skarbów jest brak poczucia przynależności do jakiegokolwiek miejsca na świecie .	geogName
– zupełnie chociaż ja bardziej Pawła znam bo ja z nim chodziła m do klasy . .	persName
Jeśli Twój newsreader ( nie znam bMolie ) nie daje się prawidłowo skonfigurować , musisz to jakoś przeżyć , ale nie masz podstaw do namawiania innych , by z nich zrezygnowali .	noEntity
– o Jezus .	persName
Niestety , stała się ofiarą chorych ambicji niektórych polityków PiS i metody rządzenia poprzez strach .	orgName
Kremy Vichy .	orgName
W szczególności jak wyjdzie Miller z uśmiechem " możecie mi naskoczyć " i zacznie prawić swoje demagogiczne kazania .	persName
Aga cały czas pyta , czy nie będę się nudził .	persName
Można oczywiście przyjąć , że każdy fałsz jest na swój sposób prawdziwy – podobnie zresztą , jak kłamstwo jest obiektywnie istniejącą rzeczywistością .	noEntity
Chodzi oczywiście o arabski literacki , którym 20 lat temu posługiwało się niewielu .	placeName
Z pomocy skorzysta ok . 300 rodzin .	noEntity
U młodej dziewczyny psychiatra z Modusa rozpoznał początki choroby psychicznej , dziewczyna myśli o samobójstwie .	orgName
Mówiono na przykład : " Patrz , Ruski potrafi spać na śniegu jak my na pościeli .	placeName
Bał się jej , co widzimy w Ogrójcu , gdy mówi : „ Ojcze , zabierz ode mnie ten kielich " ( Mk 14 , 36 ) .	geogName
Mam poczucie , Krzysztof , że bardzo dużo robimy .	persName
Kilka osób chciało dowiedzieć się czegoś o polityce i problematyce społeczno - ekonomicznej : wybory 2000 ( 2 ) , wybory ( 2 ) , wojna religijna ( 1 ) , konflikty na tle religijnym ( 1 ) , kronika kryminalna ( 2 ) , rynek walutowy ( 1 ) .	time
Dziękuję bardzo w takim razie panu ministrowi za przybycie do Sejmu i za udzielenie odpowiedzi .	geogName
– Warszawa też chyba . .	placeName
Nie ma więc żadnego uzasadnienia logicznego i naukowego dla stosowanej dotychczas praktyki wykonywania testów punktowych po trzecim roku życia .	noEntity
Na Dworcu oni dali innym cynk , że nie ma co wychodzić .	geogName
– pani . pani pani mówi pani poseł mówi takim językiem . jakim mówiono w Polsce przez ostatnie czterdzieści lat nie inwestując	placeName
Ale to zdanie odnosi się do kobiety , nie do zwierząt .	noEntity
Zachęcam Państwa do głosowania na Kociarza Roku 2006 , tym razem spłynęło kilka ciekawych . a nawet kontrowersyjnych kandydatur .	time
Czy wypada nie używać pałeczek w chińskiej restauracji ?	placeName
Święta Bożego Narodzenia mają szczególną wymowę i scenerię .	persName
Niemcy kiwnęli głowami .	placeName
Ile m razy go rzucał na podłogę i nic . . . , trzyma się kupy .	noEntity
- Mam nadzieję - powiedział Kloss - że zdjął pan całą siatkę , nie jednego agenta ?	persName
- Głowę daję , że archiwum rodziny Kuklińskich leży w jakimś zapomnianym worku .	persName
Rosja może wkrótce wrócić do sił - a wówczas , niezależnie od ustroju , będzie supermocarstwem .	placeName
1 . Uchodźcy udziela się pomocy mającej na celu wspieranie procesu jego integracji .	noEntity
Napisał , , Anatomię Rzeczypospolitej '' , dzieło o potrzebie przemian gospodarczych w kraju ( dzieło zresztą bardzo spóźnione ) .	placeName
Wyjazd w dniu 22 maja .	time
Napastnicy wywieźli Konrada K . kilka kilometrów za miasto , gdzie na polnej drodze ponownie go pobili i zranili nożem w biodro .	persName
Razem z mętami w Bornem Sulinowie pojawiły się klechy .	placeName
- Chodź , Antoni ! - powiedział .	persName
Minister wskazał następnie na osiągnięte wczoraj między rządem Niemiec i rządem ZSRR porozumienie w sprawie obszernego programu ekonomicznego , który przeniesie korzyść obu mocarstwom .	placeName
a Zwoleń ?	placeName
Biologom z Białowieży udało się go uwolnić , nie wiadomo , czy zwierzę przeżyje .	placeName
" Antoni był człowiekiem niewątpliwie serio .	persName
Ja natomiast zajął em się pogrzebem , wydał em deski na trumnę i załatwił em z miejscowym księdzem Mikołajem Koreckim miejsce na cmentarzu - poświęcone .	persName
O owym bracie w Szwecji mało kto wiedział .	placeName
Można było , rzecz jasna , skorzystać z usług którejś z profesjonalnych prywatnych wywiadowni gospodarczych lub firm ochrony , lecz to wymagało zgody ministra , a ten się zaciął i stwierdził , że " on byłym esbekom zarobić nie da " .	orgName
Działacze NP twierdzą też , że chrześcijaństwo spowodowało upośledzenie społeczne kobiet , dlatego też jednym z haseł przez nich wysuwanych jest feminizm .	orgName
Był em jedynym płońskim taksówkarzem .	placeName
Medal w Genewie ?	placeName
Wspólną wartością wynikającą z tych rocznic powinna być myśl o Polsce , o nakazach patriotycznej dla niej służby i obywatelskich powinności .	placeName
W Siedlcach tego samego dnia rano dzieci po raz pierwszy poszły do szkoły .	placeName
– no . to jednak . jeżeli przeczytało się połowę książki . y wypowiada się określone sądy w sposób tak kategoryczny jak zrobił to pan profesor	noEntity
Ale my się nie poddajemy – mamy jeszcze mecze u siebie i zobaczycie – Daugavpils będzie w tym roku wysoko !	orgName
CKM : Jak jest naprawdę ?	orgName
Jego marzeniem było pływanie po ciepłych morzach , trafił jednak do Warszawy i w niej już pozostał na zawsze .	placeName
Dlatego wydawnictwa , a zwłaszcza Zakład Historii Partii powinien z dużą pieczołowitością gromadzić to , co zachowała pamięć bezpośrednich uczestników walk klasy robotniczej i partii .	orgName
Przyjechał tu na Milkowszczyznę już jako doktor .	geogName
Dla wielu był to list imponujący , nie jeden z was zacierając dłonie zachwalał Rajmunda wśród bliskich w rodzinie chwaląc się , że w końcu ktoś działa w obronie praw pracowniczych .	persName
- Mój Piotr jak się u was sprawuje ? - spytała lekko .	persName
Dopiero gdy usiedli na swoich miejscach , bąknął : – Pokój wam wszystkim . . . w ucho . . .	noEntity
W kinie Capitol .	geogName
Podporucznik Kowalik oddał pług oraczowi .	persName
Preferujesz moralnośc opartą na miłosci bliźniego ?	noEntity
Gdyby tak zgolił romantyczną bródkę , a w sobie stwardniał i jakoś się wyprościł , to był by może z niego człowiek .	noEntity
Dla porównania podam , że na utrzymanie kanału Kultura , który uważam za bardzo dobrze wypełniający swoje misyjne zobowiązania , przeznacza się 31 mln zł rocznie .	orgName
A wszystkich pełen kompleksów SLD i tak nie wykosi , nie chcąc narazić się na zarzut bezwzględności w polityce kadrowej .	orgName
Czytał em bardzo piękny wiersz Mundzia [ ? ] “ Pieśń Żałobną ” i proszę mu powinszować w moim imieniu .	persName
Przyznam , że wygrani z niej skorzystali – uśmiechał się strażak i radny .	noEntity
Oskar !	noEntity
Rok bieżący przyniesie około 40.000 nowych izb .	noEntity
do Kanady . .	placeName
Infrastruktura teleinformacyjna nie może działać bez prądu .	noEntity
- SLD uważa , że nie ma żadnych powodów , aby przesuwać termin wyborów do samorządów lokalnych .	orgName
Pozdrawiam , 17 : 26 , 18 cze 2007 ( CEST )	time
Ten świetny satyryk i aktor zniknął z życia publicznego .	noEntity
Marta tymczasem wyciągała z walizy plik bieluchnych obrusów grubo haftowanych w roślinne wzory .	persName
Juniorską reprezentację w najbliższym czasie czekają półfinały ME w Essen .	placeName
– nie	noEntity
– ychy	noEntity
Najmłodsi w Lubinie handlowcy oceniają , że popyt jest duży .	placeName
ja jestem partnerem	noEntity
Niemalże całość tych notatek dołączamy w Aneksie .	noEntity
Leki na obniżenie temperatury nie działały , a sytuacja , według słów Havlovej , w nocy z poniedziałku na wtorek stała się krytyczna .	persName
– i jest mniejsza oczywiście od obu sąsiadów	noEntity
– tam są wszystkie fabryki . .	noEntity
Ok . 150 metrów od dyskoteki znaleziono w rowie zwłoki 23-letniego mieszkańca Legnicy .	placeName
Na dyrektora Zakładu Miejskiej Komunikacji Samochodowej przyjmowanie podań już zakończono .	orgName
Proszę pamiętać , my mamy Euro 2012 na głowie .	time
W Wielkiej Brytanii wprowadzono gęstość sieci cieków jako liczbę węzłów hydrograficznych ( połączeń ) na 1 km2 zlewni .	placeName
Jeśli chcę zatrzymać w sobie obraz , dźwięk , dotyk , uczucie – lepiej , żeby m milczała .	noEntity
W drodze gadał za nich wesołek z radia , bo co mieli sobie ważnego do powiedzenia , powiedzieli w nocy .	noEntity
Pozostali - ok . 100 tys . - stłoczyli się na szczycie głównego wzgórza w Kibeho .	geogName
A stolem , który dźwigał ostatni wielki głaz , upuścił go w miejscu , gdzie leży po dziś dzień , i od tego kamienia wieś przybrała nazwę Kamieniec .	placeName
6 . Ilu Polaków trzeba do wkręcenia żarówki ?	placeName
I o to chodzi .	noEntity
To logiczne , że rozbieżności z PDS , która znajduje się w rządzie , są nie do uniknięcia .	orgName
Teraz przychodząc do " Nocnej Wisienki " będą mogli najpierw pooglądać sobie tańczące panienki na scenie , a później w łazience poobcować jeszcze z kobiecymi ustami . . .	geogName
Kiedy Krystyna wracała z miasta , zastawała ją na czatach przy drzwiach .	persName
Zadowolona , że może zwrócić uwagę narzeczonego na inny temat , Anusia zaczęła wyliczać te dary .	persName
my nigdy go nie poznamy tylko możemy obserwować na zdjęciach to co tam się dzieje yy na dziedzińcu tego meczetu yy wokół kaby czyli tej świątyni	noEntity
Drewniana budowla z roku 1796 .	time
to było w okolicach Bursztynu .	placeName
Jednym uderzeniem buta Niemcy rozdarli subtelną pajęczynę .	placeName
Na swój dziecięcy sposób stawiają one czoła cywilizacji , która chce wyśmiać mikołajową tajemnicę .	persName
A moją rolą - ograniczanie ich aspiracji dla dobra całości AWS .	orgName
Obezwładniono garnizon twierdzy Pietropawłowskiej .	geogName
- Dziękuję za pochwałę . . . - powiedział Kloss .	persName
Znakomity to temat dla białoruskiej telewizji .	placeName
Wypisz w Zeszycie te sprawy , które masz do załatwienia w najbliższym czasie i które wymagają , aby ś " dostał coś od kogoś " .	noEntity
- Polska dla Polaków !	placeName
Niestety , z jego wystąpień wnioskuję , że p . Religa jest zwolennikiem tzw . socjalizmu z ludzkim ryjem . . . efekty socjalizmu czujemy do dziś i większość ludzi nadal nie zrozumiała o co biega . . . tedy niech zajmą się tym co umieją najlepiej . . .	persName
KOCIEWIE .	placeName
– no ale przecież do telekomunikacji będą płacić abonament . .	orgName
Rozegrano go w Gorzowie .	placeName
OBYCZAJOWY	noEntity
Właściciel zakładu Dar Trans ( firma wywożąca i składująca odpady ) odwołał się do NSA , lecz jego skarga została odrzucona .	orgName
Megane oddał synowi , pracownikowi dydaktycznemu warszawskiej uczelni .	placeName
Ostatnio jednak zauważam , że " betonowy " odłam SLD zaczyna ją atakować .	orgName
Meldując o powyższym , zapewniam Obywatela Prezydenta imieniem 300-tysięcznej rzeszy pracowników Przemysłu Węglowego o pełnej gotowości i woli do dalszej wytężonej pracy nad wykonaniem zadań podstawowego przemysłu dla Państwa .	orgName
Husajn ma z kolei takich , jakich miał Gorbaczow w czasie swojej pierestrojki .	persName
Anglicy jąkają się w Libii , idąc podobno naprzód .	placeName
- Co oni krzyczą ?	noEntity
- Z Torunia przybył em .	placeName
Pozostałe zobowiązał się zlikwidować do 31 marca br .	time
No .	noEntity
Na zakończenie jeszcze jedno wydarzenie z życia Jerzego .	persName
Pozdrawiam 15 : 18 , 19 lis 2005 ( CET ) --	time
We wsi skrzyżowanie dróg drugorzędnych – w lewo do Bartoszyc , w prawo do Bisztynka i Biskupca .	placeName
Gdyby więc PKP i PKS tak zorganizowały swoją pracę , żeby ryba jak najszybciej mogła być przewożona , z pewnością skorzystała by na tym gospodarka rybna , skorzystał by konsument .	orgName
- Ślub wzięli śmy 4 stycznia 1997 r .	time
Jeżeli członkowie zarządu umyślnie lub przez niedbalstwo podali fałszywe dane w oświadczeniu , o którym mowa w art . 167 § 1 pkt 2 lub art . 262 § 2 pkt 3 , odpowiadają wobec wierzycieli spółki solidarnie ze spółką przez trzy lata od dnia zarejestrowania spółki lub zarejestrowania podwyższenia kapitału zakładowego .	noEntity
Nawet Nagroda Nobla mu nie dorównuje !	persName
Miał twarz jak stworzoną do takiego właśnie uśmiechu , szeroką już z natury , mocno rumianą i jak się to mówi , pyzatą , z grubymi wargami i dużymi oczyma , jak młodociany Szwejk .	persName
Korespondenci budapesztańskich gazet donoszą , że wielu miejscowych Węgrów wyjechało do krewnych na wieś albo uciekło na Węgry .	placeName
W Netii taniej będzie jeszcze jutro przez cały dzień .	orgName
Wrzesień już zawsze kojarzyć mi się będzie z końcem wakacji . ale też z początkiem najbarwniejszej pory roku - jesieni .	time
Załoga nie musi jednak płacić z własnej kieszeni .	noEntity
Były też wina importowane takie jak , tunezyjskie Gellala , węgierskie Egri Bikaver .	placeName
Jaworski pokazał się po kilku minutach , z nim Anka .	persName
- Ci , którzy wybiorą się do Seulu , wrócą odmienieni .	placeName
Było to realne , gdyż wkrótce po twoim urodzeniu Jerzy odwiedził parę ośrodków naukowych , gdzie poddano go testom .	persName
– łakomczuch yyy	noEntity
Trudno było sobie nawet wyobrazić , by Maschadow zdradził i przejął powierzoną mu armię .	persName
Sofia ze szpitala przeniosła się do narzeczonego , który co prawda mieszkał w dwudziestometrowym pokoju w mieszkaniu matki , ale nigdy jej nie uderzył , choć do miękkich facetów też nie należał .	persName
– Karoliny też już nie ma .	persName
Ile milionów ludzi z antypodów dzięki wizytom dowiedziało się czegoś o Polsce ?	placeName
Jego kariera zakończyła się dopiero w 1835 roku , kiedy na skutek zdrady towarzyszy wpadł w zasadzkę i został zastrzelony .	time
– Jak King Kong ?	persName
18 kwietnia prokurator stawia policjantom zarzuty , ci idą w zaparte .	time
Wbrew bowiem potocznej etymologii nazwa tego miasteczka nie pochodzi od życzliwego ostrzeżenia przed zbójcami i nieprzyjaznymi mieszczanami ( Radzymin - " Radzę omiń " ) ale ma źródło patronimiczne , pochodzi od starosłowiańskiego Radzima .	placeName
Pani obrońcy po „ wypowiedzi sztokholmskiej " mówili z kolei , że w zasadzie kwestia , którą Pani poruszyła , powinna się stać przedmiotem badania seminaryjnego .	placeName
- Czy rząd podjął działania mające na celu zrekompensowanie organizacjom pozarządowym braku finansowania od 1 stycznia ?	time
Dopiero ono umożliwiło naszemu rządowi wystąpienie do MFW z listem o przyłączenie do tzw . pierwszej ligi , czyli 99 państw , które posiadają walutę wymienialną ( spośród 179 krajów należących do MFW ) .	orgName
Z przedstawionego sprawozdania wynika , że instytucją , która wydatkowała największe sumy , jest diecezjalna Caritas .	orgName
Na podstawie tych ilustracji powiedz co najmniej pięć zdań na temat cech krajobrazu śródziemnomorskiego .	noEntity
Merkury i Wenus - są w stosunku do siebie najdalej w odległości 74 ° zatem nie tworzą kwinkunksa .	geogName
Przewodniczący Vegów uśmiechnął się jakby z zakłopotaniem .	placeName
Część zysków miała trafić na konto Cracovii i wyciągnąć III-ligową drużynę z finansowej opresji .	orgName
Wszyscy mają nadzieję , że w tym dniu Sejm zajmie się nowelizacją ustawy o restrukturyzacji górnictwa .	orgName
- Zadzwoń do Remustera .	persName
JANKI .	placeName
No co , będziesz kopał ?	noEntity
KOCIAK Przecież chusteczka .	persName
Na galerii leżał nieboszczyk , lada chwila mógł natrafić na niego nocny patrol lub zapach krwi przywabił by hajgońskie pantery .	noEntity
Nie wystarczy wspólna podróż , dwoje ludzi przemierzających ramię w ramię kawałek przestrzeni .	noEntity
Jaki kardynał ?	noEntity
- Wnioskodawcy proponują , aby źródłem pokrycia było zmniejszenie wydatków w części 18 : Urząd Mieszkalnictwa i Rozwoju Miast przeznaczonych na refundacje premii gwarancyjnych od wkładów mieszkaniowych .	orgName
Przypominamy , że by BiV mógł być przyznany , w danej rasie , kolorze lub grupie barwnej muszą znaleźć się co najmniej 3 koty .	noEntity
Siedzibą władz jest Zakopane .	placeName
– nie no Zuzia mówiła że nie	persName
- Ewelinko !	persName
w każdym sklepie takim firmowym to w big starze do siedemdziesięciu procent . .	geogName
1 . Urządzenie o nazwie " abduction " wymyślono specjalnie do rozruszania mięśni pośladków .	noEntity
O ile wiem , chociaż nie mam źródeł , Tuwim dobrze odrobił pracę domową i zdania do tego skeczu dobrał zgodnie ze znaczeniem słów .	persName
Mimo to działacze i oficjele nie mogli sobie odmówić przyjemności ględzenia do specjalnie na tę okazję spędzonych młodych sportowców , którzy zupełnie bez sensu przyjechali tu z całej Polski .	placeName
Usłyszał : Hedwiga , nie wtrącaj się .	persName
Tym bardziej że na temat zespołu Nalepy zaczęły krążyć dziwne plotki .	persName
– gdzie wy byli ście w Hiszpanii ?	placeName
Senator Ropelewski to ten facet , któremu najlepiej wychodzi gadka o uczciwości .	persName
Po trzech latach nauczania oddał za nas swe życie na Golgocie .	geogName
Ale Saszkę to wzruszyło .	persName
Grób Pikusia i Miśka rozświetlają znicze .	noEntity
CKOSMO : A skąd wiecie , że kobiety czasem nie udają ?	orgName
Pomoc ze świata jest Stoczni bardzo potrzebna .	orgName
" Już kiedyś to zadeklarował em i wciąż rozważam kwestię startu w wyborach na burmistrza Gminy Goleniów .	placeName
– ychy no tak jasne ychy	noEntity
Dziś wiadomo , że dokumentacja z kontroli instalacji kominowej jest niekompletna .	noEntity
- To będzie nas kosztować około 5 tysięcy zł , ale trzeba w to zainwestować , bo na razie ani ja , ani radni nie są w stanie zdecydować z czystym sumieniem , gdzie będzie nam lepiej - dodaje burmistrz .	noEntity
Taki jest efekt wczorajszego posiedzenia Sejmu .	orgName
Ale niestety złe wiadomości się potwierdziły : tego dnia niemiecka armia wkraczała do Poznania .	placeName
- Dominik - powiedział Pinio , bo nie wiedział , co powiedzieć .	persName
Z uwzględnieniem szerszego zakresu usług na rzecz mieszkańców , poprawy pracy administracji , usprawnienia organizacji handlu i zaopatrzenia .	noEntity
Obaj 23-letni starogardzianie trafili do policyjnego aresztu .	placeName
KARLOS - Sam widzisz .	persName
nie ja cię zaraz się zaśmiał eś	noEntity
Fundacja " Wola " organizuje piętnastą edycję Ligi Piłki Halowej .	orgName
Teren parku obejmuje najbardziej charakterystyczny i najpiękniejszy fragment Sudetów .	geogName
NIK przeprowadziła kontrolę w elektrowni .	orgName
u mnie Marzena stawiała nastawiała . .	persName
- Wysoka Izbo !	orgName
— Honecker to zbrodniarz .	persName
Niestety nie zrobiło to specjalnego wrażenia na samej TPSA , która uważa że w zasadzie to wszystko jest ok .	orgName
Wśród patronów medialnych ZooMarketu nie zabrakło miesięcznika KOT .	orgName
Seryjny morderca , któremu udowodniono zabicie około 100 pakistańskich dzieci , został wczoraj skazany przez sąd w Lahore na karę śmierci .	placeName
Ma na imię Mikołaj .	persName
Pozdrawiam Beata .	persName
Dzielna dziewczynka przeszła pionierską w Polsce operację twarzoczaszki .	placeName
Klasycystyczna dzwonnica z 1793 .	time
Jeśli zaś chodzi o weryfikację władzy sądowniczej , postanowili śmy , że inicjatywa ustawodawcza wyjdzie z sejmowej Komisji Sprawiedliwości .	orgName
W sprawie ks . Jerzego chłonęli wszystko jak gąbka wodę .	persName
Jak więc hobbici mogli używać narzędzi i posługiwać się ogniem , czego ślady odkryto na wyspie Flores ?	geogName
– Chciał eś się ze mną spotkać , bo mnie lubisz – Kuzniecow pogłaskał prokuratora po jego białych włosach .	persName
- A ja chciał em misia , a dostał em straż pożarną i kasetę - potwierdza Bartosz Pyzowski .	persName
- To anteny Polcomtelu .	orgName
Pan się nie boi , że ROP będzie przyczyną rozłamu w " S " ?	orgName
Loom niespokojnie dotknął własnego zegarka , który miał złotą kopertę i tykał bardzo głośno w lewej górnej kieszonce kamizelki .	persName
Jednym z zabitych jest 24-letni mieszkaniec Lublina .	placeName
Działacze sobięcińskiej wspólnoty dbają , aby dzieci nie nudziły się w czasie festynu .	placeName
Był by m bardzo rad , gdyby panna Rosé chciała być na naszym przyjęciu .	persName
W ciągu ostatnich lat lokal bardzo podupadł i zapracował sobie na miano bukowiańskiej " mordowni " .	placeName
Myślę , że dobrze ją kocha każdy chrześcijanin uświadamiający sobie , że jest drugim Chrystusem .	persName
Saszka spojrzał na twarz Ilii , która wydała mu się w tej chwili twarzą prawdziwego proroka .	persName
Zdrowy rozsądek to suma przesądów , których nabywamy przed ukończeniem szesnastu lat - miał mawiać Albert Einstein .	persName
ja mam swoje te firanki z tekstilandii . .	geogName
Wielkość lodowców , ilość zgromadzonego lodu i specyficzne procesy zachodzące w ich obrębie powodują , że stanowią one bardzo wyraźny i zarazem wyjątkowy element środowiska przyrodniczego Ziemi , powiązany procesami wymiany masy i energii z innymi jego elementami .	geogName
Oczywiście , że tak , przecież Róża dobrze wie , ile się będzie musiał nacierpieć , żeby przestać kłamać ; serum prawdy dla nałogowego oszusta to najwyższy wymiar kary , cóż jej jednak pozostało , skoro Pan Mąż tyle razy się zapierał , Róża czuje się utytłana jego kłamstwami , po prostu chce wziąć kąpiel .	persName
– jeżeli miał by m się wyprowadzać bo niespecjalnie mi się chce bo mi się tu bardzo dobrze mieszka	noEntity
Odwlekał em powrót do Warszawy z tygodnia na tydzień i z dnia na dzień , starał em się jak najpóźniej stawić na zupełnie w tych warunkach nieciekawą rozmowę z Matulą .	placeName
Szli drogą i biegnącymi obok niej torami kolejowymi , rozbijając po drodze wszystko , co uznali za ormiańskie .	placeName
2 . Postępowanie nie może być prowadzone dłużej niż 4 miesiące .	noEntity
W foyer Sali Koncertowej można było podziwiać wystawę " Kot i człowiek " , składającą się z profesjonalnych zdjęć autorstwa współpracujących z KOTEM fotografów .	geogName
Rządek Indian Chamula patrzył w milczeniu z wysokiego muru .	placeName
Komendant tamtejszego portu lotniczego nosi nazwisko . . . Ikar .	persName
Badania opinii wskazują na brak szans AWS i UW w najbliższych wyborach , tak prezydenckich , jak i parlamentarnych .	orgName
Tunezja .	placeName
PARYŻ .	placeName
Od 1 stycznia tego roku SKM funkcjonuje według nowego , a w oczach korzystających z usług przewoźnika , gorszego rozkładu jazdy .	time
Janusz Walecki , wicedyrektor biura informacji i komunikacji społecznej w kancelarii , powiedział nam , że ministrowi nic się nie stało , gdyż napastniczce nie udało się nawet sforsować drzwi .	persName
Chociaż faktem jest , że Hubal okropnie przeżył te zdarzenia .	persName
OKTAWIA - Winda być musi .	persName
Dzięki zdecydowanej polityce monetarnej i budżetowej udało się w 96 r . sprowadzić inflację do 2,6 proc . z 3,1 proc . rok wcześniej .	time
Kolejny etap to muzyka .	noEntity
Zimińskiemu pewnie chodzi o to , co robili śmy z Markiem , choć przecież nic takiego się nie stało .	persName
Patrz też - Wenus .	geogName
– ychy	noEntity
Ilu z nich zgłosi się po olimpijską rentę w wysokości średniej krajowej pensji , którą Sejm przyznał wszystkim medalistom igrzysk ?	orgName
Symbol Tatr — szarotka — jest rośliną wapieniolubną i rośnie wyłącznie w Tatrach Zachodnich .	geogName
Tak samo wydawało mi się , że znam angielski .	placeName
3 . Przy ustalaniu szczegółowego planu i programu studiów należy mieć na uwadze kryteria akredytacji kierunku w FEANI ( przedmioty nietechniczne około 10 % , przedmioty podstawowe około 35 % i przedmioty techniczne 55 % ) .	orgName
Zabrał głos Mussolini .	persName
– tak słyszał em że Arek stanął na wysokości zadania . .	persName
Uroda otoczenia , oryginalne wnętrza i dobra kuchnia tworzą atmosferę nawiązującą do historii tego miejsca .	noEntity
Na razie jednak ten mały dziwoląg wzbudza sensację w jednym ze schronisk w Londynie .	placeName
- Taż to nie nasze , tylko poniemieckie .	placeName
Trzeba zrozumieć , gdzie na świecie jest miejsce Polski budującej socjalizm i wasze miejsce w tworzeniu lepszego jutra naszej Ludowej Ojczyzny .	orgName
Rozmowy pokojowe w sprawie Karabachu od dawna tkwią w ślepym zaułku .	geogName
W poniedziałek dwaj gorzowianie podbili ją do 1.000 zł .	placeName
Najwięcej rozmów było z Niemcami , ale do żadnej transakcji jak dotąd nie doszło .	placeName
Sekuła dostał dotychczas 103 głosy .	persName
– I u mnie !	noEntity
Data ważności mleka na kartonie - 2 marzec 1998 r .	time
